source_id,kode_wilayah,wilayah,kecamatan,kelurahan,nama_tps,longitude,latitude,source,source_url,quality_note
922,72,KOTA ADM. JAKARTA UTARA,KOJA,RAWA BADAK UTARA,TPS Pasar Rawa Badak,-6.114994,106.895683,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
923,72,KOTA ADM. JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Jalan Alur Laut,-6.12444,106.899178,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
924,72,KOTA ADM. JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Pasar Walang,-6.126374,106.898956,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
925,72,KOTA ADM. JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Pasar Tradisional Bendungan Melayu,-6.13037,106.903659,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
926,72,KOTA ADM. JAKARTA UTARA,KOJA,TUGU UTARA,TPS RW 09 Tugu Utara,-6.121025,106.907834,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
927,72,KOTA ADM. JAKARTA UTARA,KOJA,TUGU UTARA,Komp. UKA RW. 008,-6.124641,106.914456,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
928,72,KOTA ADM. JAKARTA UTARA,KOJA,TUGU UTARA,Pasar Lontar,-6.119137,106.91056,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
929,72,KOTA ADM. JAKARTA UTARA,KOJA,TUGU UTARA,Pasar Tugu,-6.126947,106.917581,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
930,72,KOTA ADM. JAKARTA UTARA,KOJA,TUGU UTARA,Pasar Koja,-6.122189,106.913959,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
931,72,KOTA ADM. JAKARTA UTARA,KOJA,TUGU SELATAN,TPS RW. 004 Tugu Selatan,-6.135412,106.909295,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
932,72,KOTA ADM. JAKARTA UTARA,KOJA,KOJA,TPS Mbah Priok,-6.103099,106.899015,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
933,72,KOTA ADM. JAKARTA UTARA,KOJA,KOJA,POPAK,-6.103589,106.904803,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
934,72,KOTA ADM. JAKARTA UTARA,KOJA,KOJA,Pasar Sindang,-6.111638,106.896556,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
935,72,KOTA ADM. JAKARTA UTARA,KOJA,KOJA,TPS Cipeucang,-6.112321,106.901403,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
936,72,KOTA ADM. JAKARTA UTARA,KOJA,LAGOA,TPS RW 02 & RW 04,-6.108465,106.907046,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
937,72,KOTA ADM. JAKARTA UTARA,KOJA,LAGOA,RW. 011 Pasar Maja,-6.118239,106.903475,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
938,72,KOTA ADM. JAKARTA UTARA,KOJA,LAGOA,Pasar Sinar,-6.111838,106.90792,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
983,72,KOTA ADM. JAKARTA UTARA,KOJA,KOJA,TPS TPK KOJA,-6.1021856,106.9020242,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
984,72,KOTA ADM. JAKARTA UTARA,KOJA,KOJA,TPS RUMAH SUSUN SINDANG,-6.1119787,106.8959728,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
985,72,KOTA ADM. JAKARTA UTARA,KOJA,LAGOA,TPS PASAR WARU,-6.1090034,106.9126921,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
988,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Dipo Kel. Pademangan Barat,-6.13306,106.839521,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
989,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Pasar Inpres Rw. 10 Kel. Pademangan Barat,-6.135286,106.840102,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
990,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Rw. 14 Kel. Pademangan Barat,-6.141666667,106.838333,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
991,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Samsat Kel. Pademangan Barat,-6.137238,106.8333,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
992,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Ruko Inkopal Kel. Pademangan Barat,-6.127002,106.835622,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
993,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Pasar Nalo Rw. 12 Kel. Pademangan Barat,-6.129749,106.835938,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
994,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Jl. Hidup Baru Rw. 14 Kel. Pademangan Barat,-6.14181,106.837333,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
995,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Jl. Hidup Baru Rw. 14 Kel. Pademangan Barat,-6.14181,106.837333,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
996,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Jl. Hidup Baru Rw. 14 Kel. Pademangan Barat,-6.14181,106.837333,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
997,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Rw. 02 Kel. Pademangan Barat,-6.141183,106.837884,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
998,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Rw. 13 Terowongan Kel. Pademangan Barat,-6.131666667,106.831667,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
999,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Rw. 01 Kel. Pademangan Barat,-6.140277778,106.835833,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1000,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Rw. 03 Kel. Pademangan Barat,-6.140277778,106.835278,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1001,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Rw. 11 Kel. Pademangan Barat,-6.133762,106.837462,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1002,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Lintas Jl. Martadinata Kel. Pademangan Barat,-6.126596,106.85164,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1003,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Gunung Sahari  Kel. Pademangan Barat,-6.137073,106.836942,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1004,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Dipo Kelurahan Pademangan Timur,-6.13213,106.845105,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1005,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Pasar Elang Rw. 02 Kel. Pademangan Timur,-6.135829,106.843532,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1006,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Pasar Jongkok Kel. Pademangan Timur,-6.134622,106.841351,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1007,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,Dipo Kel. Ancol,-6.123333333,106.819722,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1008,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,Lintas Jl. Ancol Barat Rt. 01/ 01 Kel. Ancol,-6.127876,106.818381,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1009,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,Bak Kembar Kel. Ancol,-6.130378,106.820376,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1010,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,Rw. 04 Kel. Ancol,-6.134674,106.817266,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1011,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,Bak-Bak Rw. 01 Kel. Ancol,-6.129682,106.828415,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1012,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Rw. 02 Kel. Ancol,-6.13068,106.820284,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1013,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,TPS Rw. 01 Kel. Ancol,-6.126666667,106.816111,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1014,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,Rw. 08 Kel. Ancol,-6.123611111,106.813056,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1015,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,Rw. 02 Rt 03  Kel. Ancol,-6.131388889,106.821667,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1016,72,KOTA ADM. JAKARTA UTARA,PADEMANGAN,ANCOL,Rw. 04 Kel. Ancol,-6.133641,106.819237,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1026,72,KOTA ADM. JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,RW 012 KEL PEGANGSAAN DUA,-6.1602549,106.879518,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1027,72,KOTA ADM. JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,RW 002 ,-6.166163,106.9136873,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1050,72,KOTA ADM. JAKARTA UTARA,CILINCING,ROROTAN,RW. 07 RT. 01 Rorotan,-6.157122,106.957676,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1051,72,KOTA ADM. JAKARTA UTARA,CILINCING,SUKAPURA,TPS RW. 03 Sukapura,-6.156824,106.929877,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1052,72,KOTA ADM. JAKARTA UTARA,CILINCING,SEMPER TIMUR,Lintas Jl. Raya Cilincing dan Gereja Tugu Kel.Semper Timur,-6.107001853370518,106.9248727252416,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1055,72,KOTA ADM. JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,TPS RW 003 PEGANGSAAN DUA,-6.1509165,106.8992267,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1056,72,KOTA ADM. JAKARTA UTARA,CILINCING,CILINCING,Lintas Malam Jl. Raya Cilincing ,-6.107055193105963,106.924883454393,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
1099,72,KOTA ADM. JAKARTA UTARA,PENJARINGAN,PLUIT,lintas RW,-6.116444785480584,106.75576767702684,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
274,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Dipo RW 02 Duri Kosambi,-6.1765451,106.7252044,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
275,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Dipo RW 10 Duri Kosambi ,-6.1678843,106.7153244,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
276,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,TPS RW 15 Duri Kosambi ,-6.1737318,106.7101898,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
277,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,KAPUK,TPS RW 15 Kapuk ,-6.1497302,106.7405853,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
278,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,KAPUK,TPS RW 06 Kapuk ,-6.1523962,106.7481384,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
439,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,KAPUK,TPS RW 08 Kapuk ,-6.1449804,106.7480316,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
440,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,KAPUK,TPS RW 03 Kapuk,-6.1393843,106.7504501,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
441,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,KAPUK,TPS RW 12 Kapuk ,-6.1393084,106.750885,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
442,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,KAPUK,TPS RW 16 Kapuk ,-6.1391703,106.745361,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
443,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,KAPUK,TPS RW 11 Kapuk ,-6.1277689,106.7382736,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
444,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LPS RW 03 Cengkareng Timur ,-6.1526216,106.7375335,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
445,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LPS RW 13 Cengkareng Timur ,-6.15259408,106.7481537,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
446,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,KEDAUNG KALIANGKE,TPS RW 03 Kedaung Kali Angke ,-6.1540837,106.762207,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
447,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LPS RW 11 Cengkareng Timur ,-6.1225137,106.7313308,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
448,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LPS Rusun Cengkareng ,-6.1352891,106.739624,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
449,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LPS Rusun Budha Tsuci ,-6.1319222,106.7386474,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
450,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Dipo RW 14 Cengkareng Timur ,-6.1390323,106.7375335,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
451,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,TPS Rusun Flamboyan ,-6.1320819,106.7240524,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
452,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,LPS Ruko 1000 ,-6.1365337,106.7276611,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
453,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,LPS RW 11 Cengkareng Barat ,-6.1363639,106.7254257,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
454,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,LPS RW 13 Cengkareng Barat ,-6.135992,106.7234115,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
455,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,LPS RW 16 Cengkareng Barat ,-6.1341991,106.7223739,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
456,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,RW 15 Cengkareng Barat ,-6.1402325,106.7207717,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
457,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,RW 05 Cengkareng Barat ,-6.1419034,106.7187576,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
458,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,LPS RW 07 Cengkareng Barat ,-6.1431651,106.7200698,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
459,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,RW 06 Cengkareng Timur,-6.1476082,106.728363,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
460,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Dipo Pasar RW 01 Rawa Buaya ,-6.1563615,106.7280273,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
461,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,RAWA BUAYA,TPS RW 03  Rawa Buaya ,-6.1636991,106.728096,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
462,73,KOTA ADM. JAKARTA BARAT,CENGKARENG,RAWA BUAYA,TPS RW 02  Rawa Buaya ,-6.1552219,106.7384948,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
463,73,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Dipo Makaliwe ,-6.161388889,106.7805556,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
464,73,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,RW 02 ,-6.184722222,106.7833333,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
465,73,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMAH,Dipo Indraloka ,-6.155833333,106.7780556,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
466,73,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Dipo Kembar RW 02 ,-6.153235,106.786983,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
467,73,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,RW 08 Jelember ,-6.153055556,106.7866667,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
468,73,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,RW 11 Jelember ,-6.159444444,106.7852778,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
469,73,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,LPS Polo ,-6.143611111,106.7827778,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
470,73,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Pakuwon ,-6.151111111,106.7908333,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
471,73,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMAH,RW 09 ,-6.155,106.7772222,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
472,73,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,RW 01 ,-6.166111111,106.7863889,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
473,73,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMAH,RW 02 Wijaya Kusuma ,-6.162222222,106.7783333,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
474,73,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMAH,RW 04 ,-6.155555556,106.7736111,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
475,73,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,RW 09 ,-6.166666667,106.7952778,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
476,73,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,RW 04 ,-6.173611111,106.8,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
477,73,KOTA ADM. JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,RW 08 ,-6.170833333,106.7933333,SILIKA DLH /tps dynamic inline JS,https://silika.jakarta.go.id/tps,Official SILIKA TPS coordinate layer. No explicit capacity field exposed.
